id_bien;code_com_dep_5;No voie;B/T/Q;Type de voie;Voie;Nombre pieces principales;Surface Carrez du 1er lot;Surface reelle bati;Surface terrain;Type local
390;4049;42;;CHE;DES SALETTES;4;89.06;93;;Maison
391;4205;7091;;;CHANTEMERLE;2;25.08;24;;Appartement
392;4006;7263;;RES;LA PETITE OURSE 2;1;26.41;26;;Appartement
393;4070;28;;RUE;DE L HUBAC;4;54.79;54;;Appartement
394;4226;;;RES;L EDELWEISS;2;42.72;45;;Appartement
395;4088;16;;AV;SAINT PROMASSE;2;45.2;50;;Appartement
396;4049;9491;;CHE;DU LAC;2;44.24;45;;Appartement
397;4244;20;;RUE;DE LA REPUBLIQUE;1;41.7;15;;Appartement
398;4019;7;;RUE;GRENETTE;2;46.21;50;;Appartement
399;4088;12;;RUE;LOUIS ANDRIEUX;3;64.99;63;;Appartement
400;4197;156;;RUE;PIERRE MAITRE;4;97.07;87;;Maison
401;4094;7024;;;LES HAUTES PLAINES;1;27.5;27;;Appartement
402;4088;3;;RLE;DES PRISONS;3;54.64;56;;Appartement
403;4112;16;;RUE;DE L ARMISTICE;2;44.2;52;;Appartement
404;4006;7197;;RES;LE SCHUSS 3;1;16.61;17;;Appartement
405;4088;10;;AV;MARCEL ANDRE;2;46.42;47;;Appartement
406;4019;7089;;AV;REINE DES ALPES;2;25.44;26;;Appartement
407;4006;7199;;;LE SEIGNUS BAS;1;17.31;18;;Appartement
408;4070;7;;PL;GENERAL DE GAULLE;1;22.9;39;;Appartement
409;4205;7464;;;STATION DU GRAND PUY;2;46.93;30;;Appartement
410;4019;8;;CHE;DES PASQUIERS;2;38.9;40;;Appartement
411;4178;5249;;PL;DU FOUR;5;152.65;110;;Appartement
412;4069;5031;;;LE VILLAGE;1;36.42;40;;Appartement
413;4022;5169;;;LE VILLAGE;1;25.95;38;;Appartement
414;4112;30;;BD;CHARLES DE GAULLE;2;53.81;53;;Appartement
415;4226;;;RES;LA TOVIERE;1;30;31;;Appartement
416;4073;7076;;RES;LES MELEZES ROI SOLEIL;2;24.89;25;;Appartement
417;4073;7076;;RES;LES MELEZES ROI SOLEIL;3;45.22;38;;Appartement
418;4073;7076;;RES;LES MELEZES ROI SOLEIL;1;22.92;23;;Appartement
419;4006;7112;;;LES AUCHES;1;11.43;15;;Appartement
420;4019;3;;RUE;TRAVERSIERE;1;16.81;18;;Appartement
421;4112;9001;;;LA LUQUECE;4;68.19;66;;Appartement
422;4112;70;;AV;JEAN GIONO;3;59.5;63;;Appartement
423;4006;7199;;;LE SEIGNUS BAS;2;28.4;20;;Appartement
424;4039;35;;RUE;DU MITAN;1;18.26;20;;Appartement
425;4096;5135;;RUE;DE COCODY;3;28.9;63;;Maison
426;4226;;;RES;LA SAPINIERE;1;25.9;25;;Appartement
427;4094;7037;;;LES PLAINES;1;30;28;;Appartement
428;4226;;;RES;LA ROCHAILLE;1;29.85;29;;Appartement
429;4189;28;;;LE PONT;2;21.71;32;;Maison
430;4070;8;;CRS;DU TRIBUNAL;4;69.7;66;;Appartement
431;4070;103;;BD;GASSENDI;3;60.28;62;;Appartement
432;4112;53;;BD;ELEMIR BOURGES;3;75.3;75;;Appartement
433;4006;7073;;;PONT DE LABRAU;1;26.09;26;;Appartement
434;4019;3;;CHE;DE VILLEVIEILLE;2;64.96;46;;Appartement
435;4006;7052;;;LES AUCHES;1;17.6;17;;Appartement
436;4230;6103;;;LES CHABRANDS;4;119.9;121;506;Maison
437;4094;7245;;;LE CLOS DE L EDEN;2;36.24;38;;Appartement
438;4094;5028;;CHE;DE STE ANNETTE;1;25.35;25;;Appartement
439;4143;22;;CHE;DU GALOUBET;4;99.22;100;;Appartement
440;4094;7149;;RUE;DES EAUX CHAUDES;1;28;28;;Appartement
441;4006;7321;;;LE SEIGNUS BAS;1;27.45;25;;Appartement
442;4112;9005;;AV;DES SAVELS;8;245.13;248;865;Maison
443;4205;5525;;RUE;GRANDE;2;56.04;40;;Appartement
444;4070;13;;MTE;SAINT CHARLES;2;50.05;54;;Appartement
445;4189;44;;;LE PONT;1;20.5;20;;Maison
446;4070;36;;RUE;DE L HUBAC;4;25.4;110;;Maison
447;4242;16;;LOT;LES LOUVES;5;130.2;114;;Appartement
448;4094;5041;B;;LES PLAINES;1;17.14;17;;Appartement
449;4226;;;RES;LE MONOIKOS;3;56.19;58;;Appartement
450;4112;4;;LOT;LES BALCONS DU SOLEIL;2;50.04;49;;Maison
451;4226;;;RES;LE MONOIKOS;1;37.71;39;;Appartement
452;4079;5029;;RUE;DE LA GRANDE FONTAINE;5;119.4;116;;Appartement
453;4209;9018;;AV;JEAN JAURES;4;67.58;68;;Appartement
454;5070;6374;;;RAVEL;2;46.78;46;;Appartement
455;5153;5403;;;PEYRE CHOUSSOUS;1;19.15;22;;Appartement
456;5084;5141;;;BARBA;1;23.69;22;;Appartement
457;5177;5360;;ESP;DESPIERRE;1;17.34;17;;Appartement
458;5046;2;;PROM;DE L ARCHEVECHE;4;56.2;65;;Appartement
459;5156;5132;;;PIED DE CHANCHORE;4;59.6;63;;Appartement
460;5177;5258;;ALL;MARTIAL LUCIEN;2;44.71;43;;Appartement
461;5023;9218;;;SERRE PAIX;3;62.38;70;;Appartement
462;5096;5318;;;MERLETTE;3;49.61;52;;Appartement
463;5177;5246;;ALL;AICARDI HUBERT;1;55.76;35;;Appartement
464;5101;5498;;IMP;TETE D'AMONT;4;80.48;47;285;Maison
465;5006;5721;;AV;CHARLES DE GAULLE;1;26.52;26;;Appartement
466;5070;6374;;;RAVEL;1;29.33;29;;Appartement
467;5023;38;;RUE;FRANCOIS CHABAS;2;45.08;38;;Appartement
468;5023;9;;AV;MAURICE PETSCHE;6;72.72;82;;Appartement
469;5023;25;;RUE;PASTEUR;2;35.18;35;;Appartement
470;5061;6;;RUE;DES REMPARTS;2;25.61;29;;Appartement
471;5139;5255;;;LA JOUE DU LOUP;2;32;32;;Appartement
472;5064;5001;A;;LA CHAPELLE;3;69.45;65;;Appartement
473;5023;11;B;RUE;PASTEUR;4;78.84;78;;Appartement
474;5001;5183;;;L ADROIT D'ABRIES;2;37.09;40;;Appartement
475;5061;36;;AV;CDT DUMONT;3;65.39;85;;Appartement
476;5161;5449;;RES;LES AGNEAUX;2;47.48;61;;Appartement
477;5179;6;;AV;DES MARTYRS;1;26.1;25;;Appartement
478;5023;21;;GR;GRANDE RUE;1;40.92;40;;Appartement
479;5004;9000;;RUE;COTE GELEE;1;26;24;;Appartement
480;5023;7;;AV;ADRIEN DAURELLE;4;67;66;;Appartement
481;5096;5359;;;MERLETTE;3;56.5;63;;Appartement
482;5098;5243;;;LE LACAS;2;38.5;39;;Appartement
483;5166;9;;RUE;VARANFRAIN;2;42.7;40;;Appartement
484;5119;5287;;;LES CHALPS;1;16.7;17;;Appartement
485;5023;8;;AV;GEN DE GAULLE;1;0.4;26;;Appartement
486;5040;6459;;;LES BERNARDS;3;59.66;69;;Maison
487;5110;5290;;;CLOT DES LEOTHAUDS;1;21.2;21;;Appartement
488;5061;4;;CRS;VICTOR HUGO;2;43.36;45;;Appartement
489;5132;17;;RUE;ST JULIEN;3;56.81;56;;Appartement
490;5046;16;;PL;BARTHELON;3;43.33;43;;Appartement
491;5061;2;;RUE;JEAN EYMAR;2;32.8;32;;Appartement
492;5093;5316;;;ENTRE LA VIA;1;15.42;14;;Appartement
493;5161;5732;;;LES ILES;1;24.64;24;;Appartement
494;5139;5162;;RES;LES ISSARTS;2;28.5;30;;Appartement
495;5023;2;;RUE;PASTEUR;2;66.45;66;;Appartement
496;5061;44;;RTE;DE GRAFFINEL;3;59.9;61;;Appartement
497;5096;5359;;;MERLETTE;3;54.99;63;;Appartement
498;5096;5381;;;MERLETTE;1;18.04;16;;Appartement
499;5079;5809;;;LE ROCHAS;1;28.56;28;;Appartement
500;5139;5141;;;LE BOIS D AUROUZE;1;23.66;25;;Appartement
501;5017;44;;RUE;DE LA TOUR;5;121.56;122;;Appartement
502;5139;5398;;;SUPER DEVOLUY;2;30.72;30;;Appartement
503;5096;5316;;;MERLETTE;2;32.97;33;;Appartement
504;5061;30;B;RUE;DE VALSERRES;1;28.61;30;;Appartement
505;5139;5095;;;LA GRANDE SAGNE;2;30.74;29;;Appartement
506;5179;33;;RUE;JEAN JAURES;1;30.59;31;;Appartement
507;5166;5216;;;FONTAINEBLEAU;2;33.5;37;;Appartement
508;5139;5398;;;SUPER DEVOLUY;2;30.52;30;;Appartement
509;5065;5041;;PL;GEN ALBERT;2;51.85;50;;Appartement
510;5096;5336;;;MERLETTE;2;63.2;69;;Appartement
511;5110;5293;;;LA TARTARASSE;3;23.08;24;;Appartement
512;5040;5830;;;BOIS DE LA BLACHE;3;86.49;70;;Maison
513;5139;5000;;;LA JOUE DU LOUP;2;36.44;36;;Appartement
514;5098;5277;;;PRE LALLEGRE;2;28.96;30;;Appartement
515;5139;5141;;;LE BOIS D AUROUZE;1;26.42;25;;Appartement
516;5061;9001;B;RUE;DES MARRONNIERS;2;49.06;49;;Appartement
517;5040;9007;;RUE;DES EYGUIERES;5;100.11;100;;Maison
518;5132;9006;;IMP;PRE LAGRANGE;4;89.03;82;;Maison
519;5101;5496;;;LES EYSSARDS DE PELVOUX;2;43.44;44;;Appartement
520;5164;5212;;;SAINT FERREOL;4;119.95;126;;Appartement
521;5085;5100;A;;LE CHEF LIEU;4;25.1;62;;Appartement
522;5164;51;;LOT;LES JARDINS DU MORGON;3;49.55;57;;Appartement
523;5139;5141;;;LE BOIS D AUROUZE;1;26.62;25;;Appartement
524;5139;5220;;;LA JOUE DU LOUP;2;28.79;28;;Appartement
525;5177;5324;;;LES ESCOUNDUS;1;18.63;18;;Appartement
526;5072;5139;;;CANARD;4;14;53;;Appartement
527;5139;5141;;;LE BOIS D AUROUZE;1;16.99;17;;Appartement
528;5023;9190;3;ALL;ALBERT BOURGES;3;68.23;66;;Appartement
529;5110;5076;A;;LES UBACS;2;21.48;22;;Appartement
530;5110;5271;A;;CLOT PEOUILLOUX;1;16.9;17;;Appartement
531;5111;5162;G;;LE CHATEAU;4;101.99;100;;Appartement
532;5046;5979;F;RUE;DE LA LIBERTE;3;54.25;61;;Appartement
533;5098;5170;;;PRE LONGIS;1;26.78;27;;Appartement
534;5098;5165;;;PRE DES LAGIERS;1;27.06;27;;Appartement
535;5023;25;;RUE;PASTEUR;2;34.97;35;;Appartement
536;5119;5240;;;LES CHALPS;1;18.45;19;;Appartement
537;5119;5644;;;PELINCHE;3;39.3;39;;Appartement
538;5139;6051;;;SERRE SERRET;2;35.51;35;;Appartement
539;5061;1;;CRS;EMILE ZOLA;2;52.24;45;;Appartement
540;5153;5338;;COR;DU CLOT CHENU;1;14.33;16;;Appartement
541;5133;5337;;;LES QUEYRETS ET PEYRON;2;49.21;51;;Appartement
542;5161;63;;RUE;DE LA GUISANE;3;39.2;40;;Appartement
543;5098;5244;;;PRE LONGIS;1;30.34;31;;Appartement
544;5161;5725;;;LES ILES;1;28.32;28;;Appartement
545;6088;8;;RUE;ROSSINI;4;99.04;98;;Appartement
546;6088;27;;RUE;LAMARTINE;3;30.2;95;;Appartement
547;6088;20;B;RUE;MARCEAU;3;80.25;82;;Appartement
548;6088;98;;BD;PAPE JEAN 23;4;72.25;72;;Appartement
549;6088;;;RUE;LAMARTINE;1;19.23;19;;Appartement
550;6088;31;;RUE;HEROLD;2;56.45;58;;Appartement
551;6088;34;;RUE;DE LA BUFFA;1;18.02;18;;Appartement
552;6088;17;;RUE;GOUNOD;2;32.83;33;;Appartement
553;6088;10;;AV;CYRILLE BESSET;2;48.23;46;;Appartement
554;6088;23;;RUE;ASSALIT;1;34.04;33;;Appartement
555;6088;43;B;BD;STALINGRAD;2;36.26;36;;Appartement
556;6088;29;;AV;VILLERMONT;3;69;36;;Appartement
557;6114;140;;QUAI;DE LA BANQUIERE;2;45.5;41;;Appartement
558;6088;52;;RUE;MAL VAUBAN;1;13.69;15;;Appartement
559;6088;4;;AV;VALROSE;3;68.75;68;;Appartement
560;6088;54;;AV;DE LA REPUBLIQUE;2;34.31;33;;Appartement
561;6088;34;;BD;STALINGRAD;3;68.35;70;;Appartement
562;6088;18;;RUE;FONCET;4;114.78;111;;Appartement
563;6088;65;;AV;GEORGE  5;1;30.76;22;;Appartement
564;6088;2;T;RUE;SPITALIERI;4;78.45;80;;Appartement
565;6088;9;;RUE;DU MARECHAL JOFFRE;2;64.25;62;;Appartement
566;6088;4;;RUE;MARALDI;5;118.14;113;;Appartement
567;6088;4;;BD;CIMIEZ;4;133.44;144;;Appartement
568;6088;9013;;;COL DE VILLEFRANCHE;4;96;130;;Appartement
569;6088;5;;RUE;CHANOINE ALBIN;1;28.32;28;;Appartement
570;6088;57;;BD;DU MONT BORON;3;93.6;95;;Appartement
571;6088;84;;RUE;DU MARECHAL JOFFRE;2;79.48;76;;Appartement
572;6088;40;;BD;STALINGRAD;1;19.88;20;;Appartement
573;6088;26;;BD;AUGUSTE RAYNAUD;1;43.48;42;;Appartement
574;6088;4;;RUE;BARLA;3;90.1;91;;Appartement
575;6088;3;;MTE;DESAMBROIS;1;19.11;20;;Appartement
576;6088;12;;RUE;CASSINI;2;24.92;33;;Appartement
577;6088;25;;RUE;BENOIT BUNICO;1;16.54;16;;Appartement
578;6088;3;;RUE;DE L OPERA;5;172.21;158;;Appartement
579;6088;6;;RUE;BENOIT BUNICO;1;36.11;34;;Appartement
580;6088;33;;RUE;ARSON;3;46.34;46;;Appartement
581;6088;9;;RUE;VERDI;1;17.05;17;;Appartement
582;6088;20;;RUE;CRONSTADT;4;131.09;127;;Appartement
583;6088;152;;BD;DE CESSOLE;3;53.84;55;;Appartement
584;6088;3;;RUE;MASCOINAT;2;31.2;40;;Appartement
585;6149;8;;AV;LEON DELOYE;3;106.78;83;;Maison
586;6088;21;;RUE;VERNIER;3;86.82;87;;Appartement
587;6088;1;;RUE;JOSEPH GAZAN;1;23.13;22;;Appartement
588;6088;31;;RUE;GIOFFREDO;3;78.01;75;;Appartement
589;6088;46;;RUE;AUGUSTE GAL;2;38.29;34;;Appartement
590;6088;29;;AV;PAULIANI;4;45.51;45;;Appartement
591;6088;5;;BD;GENERAL LOUIS DELFINO;2;33.27;36;;Appartement
592;6088;12;;MTE;CLAIRE VIRENQUE;4;81.04;86;;Appartement
593;6088;14;;RUE;MASSINGY;1;26.51;36;;Appartement
594;6088;12;;RUE;EMMANUEL PHILIBERT;5;73.71;71;;Appartement
595;6088;10;;RUE;VERDI;1;22.24;23;;Appartement
596;6088;9;;RUE;GUBERNATIS;2;44.01;44;;Appartement
597;6149;10;;CHE;DE L ARBRE;2;25.75;25;;Appartement
598;6088;48;;COR;FRERE MARC;4;66.41;66;;Appartement
599;6088;35;;BD;JOSEPH GARNIER;3;68.39;75;;Appartement
600;6088;40;;BD;VICTOR HUGO;5;154;130;;Appartement
601;6088;31;;RUE;DE LEPANTE;3;81.26;81;;Appartement
602;6088;21;;RUE;DABRAY;2;54.03;55;;Appartement
603;6149;16;;AV;DU CHATEAU;2;34.81;36;;Appartement
604;6149;7;;RUE;ANTOINE SCOFFIER;2;48.02;52;;Appartement
605;6088;99;;AV;HESPERIDES;2;27.57;30;;Appartement
606;6088;1;;RLE;DES MOULINS;3;44.15;42;;Appartement
607;6088;3;;RUE;BARBERIS;3;82.1;95;;Appartement
608;6088;20;;RUE;ALBERT VOISIN;2;34.65;35;;Appartement
609;6088;14;;RUE;TRACHEL;2;37.1;34;;Appartement
610;6088;39;;RUE;GIOFFREDO;2;53.08;52;;Appartement
611;6088;12;;RUE;MIRON;1;13.55;14;;Appartement
612;6088;12;;RUE;ABBAYE;4;60.77;59;;Appartement
613;6088;39;;BD;JOSEPH GARNIER;1;22.2;30;;Appartement
614;6088;6;;RUE;SAINTE REPARATE;3;95.59;78;;Appartement
615;6088;45;;RUE;SMOLETT;2;26.41;25;;Appartement
616;6088;1;;BD;DE RIQUIER;2;60.32;56;;Appartement
617;6088;98;;AV;VALROSE;2;42.14;46;;Appartement
618;6088;20;;AV;VILLEBOIS MAREUIL;3;88.1;86;;Appartement
619;6088;45;;RUE;ROSSINI;3;69.7;61;;Appartement
620;6088;19;B;BD;FRANCK PILATTE;4;104.48;100;;Appartement
621;6088;116;;BD;DE CESSOLE;1;44.49;25;;Appartement
622;6088;14;;RUE;CASSINI;1;26.55;26;;Appartement
623;6149;23;;CHE;FUON DAOU MAGISTRE;4;76.2;76;;Appartement
624;6088;16;;AV;RAYMOND COMBOUL;1;26.67;26;;Appartement
625;6088;7;;RUE;SAINT VINCENT;2;38.1;46;;Appartement
626;6088;24;;AV;AUGUSTE BERCY;5;265.26;253;;Appartement
627;6088;14;T;AV;BORRIGLIONE;3;80.6;35;;Appartement
628;6088;5;;RUE;GUSTAVE DELOYE;1;22.08;21;;Appartement
629;6088;11;B;BD;FRANCK PILATTE;2;44.36;43;;Appartement
630;6088;39;;RUE;BONAPARTE;4;56.1;57;;Appartement
631;6114;53;;BD;DU 8 MAI 1945;3;55.11;55;;Appartement
632;6088;24;;RUE;DELILLE;2;49.73;52;;Appartement
633;6088;27;;RUE;LAMARTINE;5;20.77;126;;Appartement
634;6149;7;;BD;DU ROSTIT;3;64.63;63;;Maison
635;6149;29;;BD;FRANCOIS SUAREZ;3;72.8;68;;Appartement
636;6088;18;;BD;DE RIQUIER;2;42.24;41;;Appartement
637;6088;43;;AV;JEAN MEDECIN;2;44.77;46;;Appartement
638;6088;44;;BD;GAMBETTA;3;91;90;;Appartement
639;6088;32;;RUE;VERDI;1;42.9;43;;Appartement
640;6088;7;;RUE;DU SOLEIL;2;51.15;51;;Appartement
641;6088;19;;AV;D ANVERS;3;78.87;85;;Appartement
642;6088;33;;AV;STEPHEN LIEGEARD;1;15.24;19;;Appartement
643;6088;25;;AV;DESAMBROIS;7;220.02;209;;Appartement
644;6088;8;;CHE;DES CRETES;1;271.58;25;;Appartement
645;6088;10;;BD;DUBOUCHAGE;1;22.75;25;;Appartement
646;6088;17;;RUE;PENCHIENATTI;2;35.87;36;;Appartement
647;6088;5;;RUE;DES BOERS;4;131.19;100;;Appartement
648;6088;132;;AV;DE BRANCOLAR;4;110.6;118;;Appartement
649;6088;37;;AV;G CLEMENCEAU;2;50.32;53;;Appartement
650;6088;190;;RTE;DE TURIN;2;33.33;33;;Appartement
651;6088;14;;RUE;DES PONCHETTES;4;63.6;72;;Maison
652;6088;23;;AV;GIACOBI;1;19.39;19;;Appartement
653;6088;2;;RUE;PARMENTIER;1;9.82;10;;Appartement
654;6088;63;;RUE;ROSSINI;2;51.5;50;;Appartement
655;6088;16;;PL;GARIBALDI;3;185.05;90;;Appartement
656;6088;8;;AV;SAINT JEAN BAPTISTE;2;60.13;49;;Appartement
657;6088;10;;RUE;LAURENT GIAUME;2;45;45;;Appartement
658;6088;32;;RUE;L HOTEL POSTES;2;55.86;63;;Appartement
659;6088;39;;RUE;DU MARECHAL JOFFRE;4;90.53;86;;Appartement
660;6088;15;;RUE;ASSALIT;4;80.27;82;;Appartement
661;6088;8;;RUE;SORGENTINO;2;34.93;36;;Appartement
662;6149;11;;PL;PASTEUR;2;44.12;45;;Appartement
663;6088;15;;RUE;DE LA PREFECTURE;1;6.67;15;;Appartement
664;6088;15;;RUE;DE LA PREFECTURE;1;15.9;15;;Appartement
665;6088;3;;RUE;DU CONGRES;1;26.2;26;;Appartement
666;6088;41;;RUE;CLEMENT ROASSAL;1;34.39;34;;Appartement
667;6088;2;;RUE;DE LA POISSONNERIE;4;115.22;120;;Appartement
668;6088;5;T;AV;MIRABEAU;1;37.98;40;;Appartement
669;6088;22;;BD;DUBOUCHAGE;4;80.71;84;;Appartement
670;6088;2;;RUE;EMMA ET PHILIPPE TIRANTY;5;109.5;113;;Appartement
671;6088;50;;RUE;ARSON;2;77.62;39;;Appartement
672;6088;13;;RUE;MARALDI;2;41.24;30;;Appartement
673;6060;240;;CHE;DU FALICONET;4;62.5;82;;Appartement
674;6088;15;;RUE;RIBOTTI;3;50.04;60;;Appartement
675;6088;17;;RUE;DE RUSSIE;4;89.66;88;;Appartement
676;6088;20;;RUE;ALBERT VOISIN;2;32.6;31;;Appartement
677;6088;20;;BD;ARMEE DES ALPES;3;66.35;66;;Appartement
678;6088;45;;BD;STALINGRAD;5;91.17;100;;Appartement
679;6088;25;;RUE;DE ROQUEBILLIERE;3;56.89;56;;Appartement
680;6088;38;;RUE;VERDI;3;89.5;86;;Appartement
681;6088;6;;AV;RENE BOYLESVE;3;44.11;44;;Appartement
682;6088;9;B;RUE;EMMANUEL PHILIBERT;3;33.04;60;;Appartement
683;6088;42;;RUE;BONAPARTE;1;26.05;25;;Appartement
684;6088;9;;AV;MARECHAL LYAUTEY;1;18.69;21;;Appartement
685;6088;25;;RUE;TRACHEL;1;34.33;33;;Appartement
686;6088;3;;AV;URBAIN BOSIO;2;36.55;36;;Appartement
687;6088;1;;RUE;DE ORESTIS;2;38.58;38;;Appartement
688;6088;54;;RUE;AUGUSTE GAL PROLONGEE;2;40.75;41;;Appartement
689;6088;30;;BD;GORBELLA;3;53.19;57;;Appartement
690;6088;1;;RUE;MACCARANI;3;61.35;65;;Appartement
691;6149;19;;BD;FRANCOIS SUAREZ;3;74.62;66;;Appartement
692;6088;49;;BD;GENERAL LOUIS DELFINO;2;56.19;60;;Appartement
693;6088;8;;RUE;GUIGLIA;3;98.18;85;;Appartement
694;6088;2;;RUE;FONTAINE DE LA VILLE;3;38.82;35;;Appartement
695;6088;15;;RUE;DE BELGIQUE;1;14.35;14;;Appartement
696;6088;30;;BD;GENERAL LOUIS DELFINO;2;41.36;39;;Appartement
697;6088;18;;RUE;BERLIOZ;5;150.36;153;;Appartement
698;6088;28;;RUE;GEORGES VILLE;1;18.18;17;;Appartement
699;6088;22;T;BD;DUBOUCHAGE;1;18.81;20;;Appartement
700;6088;167;;AV;MARECHAL LYAUTEY;1;32.24;32;;Appartement
701;6088;1;;RUE;VICTOR JUGE;1;164.4;30;;Appartement
702;6088;10;;RUE;BERLIOZ;4;89.27;91;;Appartement
703;6114;109;;QUAI;DE LA BANQUIERE;4;86.05;85;;Appartement
704;6088;36;;RTE;DE TURIN;3;64.2;64;;Appartement
705;6149;29;;BD;FRANCOIS SUAREZ;3;69.59;68;;Appartement
706;6088;18;;AV;GRAVIER;4;52.32;57;;Appartement
707;6088;30;;RUE;GUIGLIA;2;75.25;73;;Appartement
708;6088;12;;PL;GUYNEMER;3;57.1;44;;Appartement
709;6088;6;;RUE;LAMARTINE;2;35.02;33;;Appartement
710;6088;13;;AV;CARAVADOSSI;5;114.02;127;;Appartement
711;6088;4;;RUE;RUSCA;3;58.27;55;;Appartement
712;6088;1;;PARC;LISERB;3;142.86;141;;Appartement
713;6088;8;;BD;DE RIQUIER;2;34.02;34;;Appartement
714;6088;14;;RUE;MARCEAU;2;59.25;53;;Appartement
715;6088;3;;RUE;FODERE;2;26.75;32;;Appartement
716;6088;9002;;ILOT;GUIGONIS ST FRANCOIS;2;56.05;46;;Appartement
717;6088;11;;RUE;TRACHEL;2;51.15;69;;Appartement
718;6088;9;;RUE;DIDEROT;1;27.03;34;;Appartement
719;6088;3;;RUE;FODERE;2;22.24;32;;Appartement
720;6088;71;;BD;CIMIEZ;4;140.7;150;;Appartement
721;6088;7;;CHE;DES CRETES;1;35.5;40;;Appartement
722;6088;21;;BD;FRANCK PILATTE;3;68.6;61;;Appartement
723;6088;19;;BD;RAIMBALDI;3;73.07;85;;Appartement
724;6088;54;;BD;GENERAL LOUIS DELFINO;2;53.37;55;;Appartement
725;6088;3;;RUE;JULES GILLY;4;83.52;68;;Appartement
726;6060;5221;;;IBAC SUPERIEUR;4;109;87;;Maison
727;6088;22;;RUE;L HOTEL POSTES;5;125.28;120;;Appartement
728;6088;7;;RUE;VILLENEUVE;2;53.72;57;;Appartement
729;6088;2;;RUE;BARRALIS;2;41.51;47;;Appartement
730;6088;11;;HLM;RUE CH BAUDELAIRE;3;60.34;59;;Appartement
731;6088;10;;AV;MARECHAL FOCH;1;25.49;26;;Appartement
732;6149;1;;RUE;GASTON ARNULF;3;74.41;70;;Appartement
733;6088;21;;RUE;EMMANUEL PHILIBERT;1;17.55;17;;Appartement
734;6088;21;;AV;DE LA REPUBLIQUE;3;36.22;35;;Appartement
735;6088;6;;RUE;FRANCOIS CARLO;1;28.89;30;;Appartement
736;6088;54;;RUE;DE FRANCE;3;56.32;60;;Appartement
737;6088;78;;BD;GENERAL LOUIS DELFINO;2;33.53;34;;Appartement
738;6088;10;;AV;DURANTE;7;27;200;;Appartement
739;6088;1;;AV;CHATEAUBRIAND;3;73.43;74;;Appartement
740;6088;6;;RUE;ABBE SALVETTI;1;16.8;16;;Appartement
741;6088;39;;RUE;GIOFFREDO;1;39.79;33;;Appartement
742;6149;15;;BD;STALINGRAD;3;69;70;;Appartement
743;6088;3;;RUE;COLONNA D ISTRIA;3;41.01;41;;Appartement
744;6088;136;;BD;GAMBETTA;3;54.49;60;;Appartement
745;6088;7;;RUE;BERLIOZ;2;41.27;42;;Appartement
746;6088;7;;AV;ANTONIA AUGUSTA;1;23.04;23;;Appartement
747;6088;3;;RUE;MARTIN SEYTOUR;1;27.08;29;;Appartement
748;6088;99;;AV;HESPERIDES;2;43.08;30;;Appartement
749;6088;16;;AV;NOTRE DAME;3;55.32;55;;Appartement
750;6088;4;;QUAI;PAPACINO;2;38.78;39;;Appartement
751;6088;37;;RUE;PASTORELLI;2;47.35;40;;Appartement
752;6088;99;;AV;HESPERIDES;2;26.08;33;;Appartement
753;6088;32;;BD;DUBOUCHAGE;2;65.28;70;;Appartement
754;6088;93;;AV;DE RIMIEZ;6;288.59;277;;Maison
755;6088;9;;VOIE;ROMAINE;1;21.83;20;;Appartement
756;6088;22;;BD;DUBOUCHAGE;2;50.01;51;;Appartement
757;6088;10;;AV;CAGNOLI;1;35.53;36;;Appartement
758;6088;4;;AV;MARECHAL FOCH;4;117.5;123;;Appartement
759;6088;10;;RUE;DU CONGRES;5;36.4;124;;Appartement
760;6088;24;;IMP;LAURENTI;1;26;20;;Appartement
761;6088;21;;AV;RENE BOYLESVE;2;42.26;32;;Appartement
762;6088;1;;AV;SAINTE CLAIRE;2;85.71;84;;Appartement
763;6088;74;;AV;DE BRANCOLAR;1;38.03;40;;Appartement
764;6149;5;;CHE;DE L ARBRE;5;91.41;91;;Appartement
765;6088;39;;PROM;DES ANGLAIS;3;84.01;83;;Appartement
766;6088;55;;RUE;DE LA BUFFA;1;23.74;24;;Appartement
767;6088;46;;RUE;GIOFFREDO;1;18.74;18;;Appartement
768;6088;19;;RUE;CHABRIER;1;32.47;16;;Appartement
769;6088;2;;RUE;DES BARBETS;3;67.18;67;;Appartement
770;6149;6;;IMP;FERNAND LEGER;5;99.84;102;;Maison
771;6088;3;;AV;GALLIN;1;16.13;25;;Appartement
772;6088;65;;BD;DE LA MADELEINE;2;31.43;45;;Appartement
773;6088;127;;PROM;DES ANGLAIS;1;52.8;42;;Appartement
774;6088;4;;AV;CYRNOS;3;47.5;62;;Appartement
775;6088;179;;AV;CORNICHE FLEURIE;5;96.39;96;;Maison
776;6088;27;;RUE;CROS DE CAPEU;4;107.24;107;;Appartement
777;6088;8;;AV;GLORIA;2;55.44;54;;Appartement
778;6088;116;;AV;CYRILLE BESSET;4;91.23;90;;Appartement
779;6088;266;B;AV;SAINTE MARGUERITE;2;41.01;40;;Appartement
780;6088;29;;AV;DES BAUMETTES;4;99.18;109;;Appartement
781;6088;12;;RUE;LOUIS BLERIOT;3;67.08;67;;Appartement
782;6088;30;;RUE;CHATEAUNEUF;2;46.81;47;;Appartement
783;6088;5;;RUE;CAFFARELLI;1;29.41;30;;Appartement
784;6088;77;;AV;SAINT AUGUSTIN;1;20.6;20;;Appartement
